tech_filename,tech_timestamp_chargement,objectid_pf,objectid_site_pf,nom_pf,type_pf,etat_physique,nom_nro,etat_prod,nom_site,nom_type_site,numero_ds_voie,complement_num,nom_rue,nom_commune,code_rivoli,code_postale,code_commune,no_departement,nom_departement,region,adr_normal_sissi,objectid_pt,nom_pt,objectid_nra,batiment,etage
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:38,9.1517E+18,9.15095E+18,PB 00002,PB,,NRA CEM,Déployé,IMB/01091/X/00S4,Site Client,797,,R. Aimé Bonneville,VALSERHONE,0743,01200,01033,01,AIN,LYON,"797, RUE AIMÉ BONNEVILLE, 01033, VALSERHONE",9.16109E+18,PT BRA_01091_02010,9.1509E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:09:02,9.15548E+18,9.14499E+18,PB 00022,PB,,NRA BEL,En déploiement,IMB/01033/X/00EJ,Site Client,23,,R. des Vignes,VALSERHONE,0555,01200,01033,01,AIN,LYON,"23, RUE DES VIGNES, 01033, VALSERHONE",9.15935E+18,PT BRD_01033_01018,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:01,9.1517E+18,9.16326E+18,PB 00001,PB,,NRA CEM,Déployé,IMB/01033/X/026O,Site Client,,,R. Monts Jura,VALSERHONE,0749,01200,01033,01,AIN,LYON,,9.16165E+18,PT BRA_01091_01003,9.1509E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:03,9.1552E+18,9.14499E+18,PB 00021,PB,,NRA BEL,Déployé,IMB/01033/X/00G6,Site Client,16,,AV . Stade,VALSERHONE,0530,01200,01033,01,AIN,LYON,"16, AVENUE DU STADE, 01033, VALSERHONE",9.15539E+18,PT BRI_01033_15002,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:38,9.15146E+18,9.14572E+18,PB 00011,PB,,NRA BEL,Déployé,IMB/01033/X/00EZ,Site Client,5,,R. Nantgaly,VALSERHONE,0425,01200,01033,01,AIN,LYON,"5, RUE DU NANT GALY, 01033, VALSERHONE",9.15454E+18,PT BRD_01033_01065,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:38,9.1517E+18,9.15095E+18,PB 00002,PB,,NRA CEM,Déployé,IMB/01091/X/00S4,Site Client,797,,R. Aimé Bonneville,VALSERHONE,0743,01200,01033,01,AIN,LYON,"797, RUE AIMÉ BONNEVILLE, 01033, VALSERHONE",9.16226E+18,PT BRF_01091_02100,9.1509E+18,,2
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:38,9.1517E+18,9.15095E+18,PB 00002,PB,,NRA CEM,Déployé,IMB/01091/X/00S4,Site Client,797,,R. Aimé Bonneville,VALSERHONE,0743,01200,01033,01,AIN,LYON,"797, RUE AIMÉ BONNEVILLE, 01033, VALSERHONE",9.16508E+18,PT BRF_01091_02100,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:09,9.16085E+18,9.15989E+18,PB 00025,PB,,NRA BEL,Déployé,IMB/01033/X/01Y8,Site Client,1,,R  . Joliot Curie,VALSERHONE,0257,01200,01033,01,AIN,LYON,,9.16539E+18,PT BRP_01033_28054,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:01,9.1517E+18,9.16326E+18,PB 00001,PB,,NRA CEM,Déployé,IMB/01033/X/026O,Site Client,,,R. Monts Jura,VALSERHONE,0749,01200,01033,01,AIN,LYON,,9.15849E+18,PT BRD_01091_01015,9.1509E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:55,9.16372E+18,9.16326E+18,PB 00033,PB,,NRA BEL,Déployé,IMB/01033/X/02BI,Site Client,183,,R  . Centrale,VALSERHONE,0142,01200,01033,01,AIN,LYON,,9.16456E+18,PT BRA_01033_23010,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:38,9.15146E+18,9.14572E+18,PB 00011,PB,,NRA BEL,Déployé,IMB/01033/X/00EZ,Site Client,5,,R. Nantgaly,VALSERHONE,0425,01200,01033,01,AIN,LYON,"5, RUE DU NANT GALY, 01033, VALSERHONE",9.15621E+18,PT BRF_01033_01011,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:37,9.15036E+18,9.14499E+18,PB 00004,PB,,NRA BEL,Déployé,IMB/01091/X/00O1,Site Client,392,,R  . St Paul,VALSERHONE,0727,01200,01033,01,AIN,LYON,"392, RUE SAINT-PAUL, 01033, VALSERHONE",9.16195E+18,PT BRA_01091_04015,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:02,9.15036E+18,9.15095E+18,PB 00003,PB,,NRA BEL,Déployé,IMB/01091/X/00ZZ,Site Client,186,,ALL. St Christophe,VALSERHONE,0798,01200,01033,01,AIN,LYON,"186, ALLÉE SAINT-CHRISTOPHE, 01033, VALSERHONE",9.16449E+18,PT BRP_01033_18012,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:36,9.15036E+18,9.14499E+18,PB 00004,PB,,NRA BEL,Déployé,IMB/01091/X/00O1,Site Client,392,,R  . St Paul,VALSERHONE,0727,01200,01033,01,AIN,LYON,"392, RUE SAINT-PAUL, 01033, VALSERHONE",9.1626E+18,PT BRD_01091_04006S01,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:03,9.16372E+18,9.16315E+18,PB 00031,PB,,NRA BEL,Déployé,IMB/01033/X/018Y,Site Client,17,,R  . Crozet,VALSERHONE,0178,01200,01033,01,AIN,LYON,,9.16478E+18,PT BRA_01033_20003,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:09,9.16372E+18,9.16315E+18,PB 00029,PB,,NRA BEL,Déployé,IMB/01033/X/01GT,Site Client,12,,R  . Jules Ferry,VALSERHONE,0307,01200,01033,01,AIN,LYON,,9.16425E+18,PT BRP_01033_03023,9.14973E+18,,1
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:01,9.1517E+18,9.16326E+18,PB 00001,PB,,NRA CEM,Déployé,IMB/01033/X/026O,Site Client,,,R. Monts Jura,VALSERHONE,0749,01200,01033,01,AIN,LYON,,9.16607E+18,PT BRD_01091_01025,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:37,9.15036E+18,9.14499E+18,PB 00004,PB,,NRA BEL,Déployé,IMB/01091/X/00O1,Site Client,392,,R  . St Paul,VALSERHONE,0727,01200,01033,01,AIN,LYON,"392, RUE SAINT-PAUL, 01033, VALSERHONE",9.15199E+18,PT BRI_01091_04001,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:01,9.15036E+18,9.15095E+18,PB 00003,PB,,NRA BEL,Déployé,IMB/01091/X/00ZZ,Site Client,186,,ALL. St Christophe,VALSERHONE,0798,01200,01033,01,AIN,LYON,"186, ALLÉE SAINT-CHRISTOPHE, 01033, VALSERHONE",9.15639E+18,PT BRD_01033_18027,9.14973E+18,,1
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:06:40,9.16372E+18,9.16326E+18,PB 00032,PB,,NRA BEL,Déployé,IMB/01033/X/029B,Site Client,,,R  . Chantavril,VALSERHONE,0146,01200,01033,01,AIN,LYON,,9.16614E+18,PT BRD_01033_21012,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:07:01,9.1517E+18,9.16326E+18,PB 00001,PB,,NRA CEM,Déployé,IMB/01033/X/026O,Site Client,,,R. Monts Jura,VALSERHONE,0749,01200,01033,01,AIN,LYON,,9.16645E+18,PT BRP_01091_01002,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:55,9.16372E+18,9.16326E+18,PB 00033,PB,,NRA BEL,Déployé,IMB/01033/X/02BI,Site Client,183,,R  . Centrale,VALSERHONE,0142,01200,01033,01,AIN,LYON,,9.1649E+18,PT BRF_01033_23015,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:37,9.15036E+18,9.14499E+18,PB 00004,PB,,NRA BEL,Déployé,IMB/01091/X/00O1,Site Client,392,,R  . St Paul,VALSERHONE,0727,01200,01033,01,AIN,LYON,"392, RUE SAINT-PAUL, 01033, VALSERHONE",9.16524E+18,PT BRD_01091_04026,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:09:24,9.15471E+18,9.1544E+18,PB 00019,PB,,NRA BEL,En déploiement,IMB/01033/X/00KT,Site Client,285,,R  . ANTOINE FAVRE,VALSERHONE,0030,01200,01033,01,AIN,LYON,"285, RUE ANTOINE FAVRE, 01033, BELLEGARDE-SUR-VALS",9.15542E+18,PT BRP_01033_13015,9.14973E+18,LE SORGIA,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:06:40,9.16372E+18,9.16326E+18,PB 00032,PB,,NRA BEL,Déployé,IMB/01033/X/029B,Site Client,,,R  . Chantavril,VALSERHONE,0146,01200,01033,01,AIN,LYON,,9.16527E+18,PT BRD_01033_21008,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:20,9.15035E+18,9.1544E+18,PB 00001,PB,,NRA BEL,Déployé,IMB/01033/X/01RF,Site Client,327,,R  . ANTOINE FAVRE,VALSERHONE,0030,01200,01033,01,AIN,LYON,"327, RUE ANTOINE FAVRE, 01033, BELLEGARDE-SUR-VALS",9.16327E+18,PT BRD_01033_13111,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:06:41,9.16372E+18,9.16326E+18,PB 00032,PB,,NRA BEL,Déployé,IMB/01033/X/029B,Site Client,,,R  . Chantavril,VALSERHONE,0146,01200,01033,01,AIN,LYON,,9.16425E+18,PT BRP_01033_21003,9.14973E+18,,1
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:10:55,9.16372E+18,9.16326E+18,PB 00033,PB,,NRA BEL,Déployé,IMB/01033/X/02BI,Site Client,183,,R  . Centrale,VALSERHONE,0142,01200,01033,01,AIN,LYON,,9.1645E+18,PT BRD_01033_23022,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:08:57,9.15161E+18,9.14775E+18,PB 00014,PB,,NRA BEL,Déployé,IMB/01205/X/000C,Site Client,1,,R. Cambochette,VALSERHONE,0822,01200,01033,01,AIN,LYON,"1, RUE DE LA CAMBOCHETTE, 01033, VALSERHONE",9.16032E+18,PT BRD_01205_01013S01,9.14973E+18,,0
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:09:02,9.15548E+18,9.14499E+18,PB 00022,PB,,NRA BEL,En déploiement,IMB/01033/X/00EJ,Site Client,23,,R. des Vignes,VALSERHONE,0555,01200,01033,01,AIN,LYON,"23, RUE DES VIGNES, 01033, VALSERHONE",9.16442E+18,PT OT 0450423302,,,
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:09:49,9.16085E+18,9.1602E+18,PB 00024,PB,,NRA BEL,Déployé,IMB/01033/X/00XR,Site Client,80,,R. République,VALSERHONE,0490,01200,01033,01,AIN,LYON,,9.16236E+18,PT BRP_01033_09030,9.14973E+18,LES BALCONS DE LA VA,1
ref_ipo_adresses_pf_oi_20230530_1842.csv.gz,30/05/2023 21:06:41,9.16372E+18,9.16326E+18,PB 00032,PB,,NRA BEL,Déployé,IMB/01033/X/029B,Site Client,,,R  . Chantavril,VALSERHONE,0146,01200,01033,01,AIN,LYON,,9.1643E+18,PT BRA_01033_21005,9.14973E+18,,0
