tech_filename,tech_timestamp_chargement,objectid_pf_pb,objectid_pt_pb,nb_fibres_connectees_hs,nb_fibres_connectees_utilisees,nb_fibres_connectees_libres,nb_fibres_non_connectees_hs,nb_fibres_non_connectees_utilisees,nb_fibres_non_connectees_libres
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16043E+18,9.16043E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14805E+18,9.14805E+18,0,0,0,0,9,2
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1636E+18,9.1636E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1425E+18,9.14219E+18,0,3,0,0,0,9
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14641E+18,9.14641E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15618E+18,,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16586E+18,9.16586E+18,0,0,0,0,0,1
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15813E+18,9.15813E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.12845E+18,9.12845E+18,0,6,0,0,1,17
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.157E+18,9.157E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14261E+18,9.14259E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.13803E+18,9.13802E+18,0,7,0,0,4,17
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15119E+18,9.15119E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.144E+18,9.14399E+18,0,12,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15869E+18,9.15869E+18,0,0,0,1,2,2
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15589E+18,9.15589E+18,0,0,0,0,0,3
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14618E+18,9.14617E+18,1,10,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16291E+18,9.1629E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15299E+18,9.15297E+18,0,8,0,0,0,4
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15553E+18,9.15552E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16032E+18,9.16032E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14903E+18,9.14903E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1497E+18,9.1497E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15161E+18,9.15161E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15649E+18,9.15649E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1608E+18,9.1608E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15471E+18,9.15469E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14471E+18,9.14471E+18,1,11,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14532E+18,9.14532E+18,0,12,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1559E+18,9.1559E+18,0,0,0,0,5,1
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14788E+18,9.14788E+18,0,6,0,0,0,18
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16025E+18,9.16025E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15139E+18,9.15139E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15629E+18,9.15628E+18,0,0,0,0,6,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14897E+18,9.14897E+18,0,0,0,0,4,2
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15425E+18,9.15424E+18,1,5,0,0,0,6
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1565E+18,9.1565E+18,0,0,0,0,2,4
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15289E+18,9.15288E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14913E+18,9.14913E+18,0,0,0,0,5,1
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15176E+18,9.15176E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16638E+18,9.16638E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14304E+18,9.15864E+18,0,1,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15556E+18,9.15556E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16654E+18,9.16654E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15915E+18,9.15915E+18,0,5,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.1568E+18,9.1568E+18,0,0,0,0,4,14
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14577E+18,9.14577E+18,0,0,0,0,9,3
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.13244E+18,9.13244E+18,0,8,0,0,1,23
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16394E+18,9.16394E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14341E+18,9.14341E+18,0,5,0,0,2,13
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15626E+18,9.15626E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.13106E+18,9.13105E+18,0,4,0,0,0,12
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15591E+18,9.15591E+18,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14238E+18,9.14237E+18,0,12,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15647E+18,9.15647E+18,0,0,0,0,0,6
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14351E+18,9.14351E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.13093E+18,9.13219E+18,0,4,0,0,0,4
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.16395E+18,9.16395E+18,0,0,0,0,3,3
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15554E+18,,0,0,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.13492E+18,9.13588E+18,0,5,0,0,2,13
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15705E+18,9.15705E+18,0,6,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.12762E+18,9.12762E+18,0,6,0,0,3,15
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.15297E+18,9.15297E+18,0,11,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,8.11266E+18,8.11264E+18,0,12,0,0,0,0
ipo_saturation_pb_20230530_1842.csv.gz,31/05/2023 06:36:48,9.14073E+18,9.14073E+18,0,0,0,0,14,4
