"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CENTRE","ZONE","REFINT","ETATPIDICOMP","DTPASSPIDICOMP","HEUREPASSPIDICOMP","DTETATPIDICOMP","HEURETATPIDICOMP","DTPREMPLG","HRPREMPLG","FTTH_IMM_OP","FTTH_TYPE_RAC","FTTH_TYPE_SITE","FTTH_ADDUCTABILITE","LIBMATFTTH","REMMATFTTH","REFOCEANE","DISPOSITIF_SPX"
"IQPFTH","223630824","22826487","","RE7","58","47290247","TA","5/10/2023","11:56","5/10/2023","11:56","5/31/2023","8:00","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQLFTH","299003078","22822584","","CGN","14","47271202","TA","5/6/2023","8:06","5/6/2023","8:06","5/16/2023","10:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296313086","22826488","","PEJ","0","47290250","TA","5/6/2023","13:00","5/6/2023","13:00","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Remis au client\Deja detenu","",""
"IQLFTH","296876495","22642292","","TFM","0","46366283","TA\TC\TR","22/02/2023\14/04/2023\15/04/2023","15:45\11:56\10:13","22/02/2023\14/04/2023\15/04/2023","15:45\11:56\10:13","4/15/2023","8:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298521653","22838282","","MEI","4","47350010","TA","5/12/2023","19:50","5/12/2023","19:50","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Deja detenu","",""
"IQPFTH","298810742","22828152","","STH","4","47298788","TA","5/10/2023","9:50","5/10/2023","9:50","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297781760","22810694","","PVR","8","47213420","TA","5/10/2023","17:48","5/10/2023","17:48","5/25/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298811948","22836208","","KOF","0","47341478","TA","5/12/2023","20:50","5/12/2023","20:50","5/25/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Deja detenu\Deja detenu","",""
"IQPFTH","223309832","22795353","","MDB","5","47136593","TA\TC\TR","25/04/2023\07/05/2023\09/05/2023","08:05\16:20\14:28","25/04/2023\07/05/2023\09/05/2023","08:05\16:20\14:28","5/9/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQCFTH","297449982","22832881","","LOC","6","47322459","TA","5/12/2023","8:06","5/12/2023","8:06","5/16/2023","15:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 6","Livraison en point relais\Livraison en point relais","",""
"IQLFTH","297697072","22766946","","VSR","38","46665090","TA\TC","11/04/2023\13/05/2023","17:45\09:10","11/04/2023\13/05/2023","17:45\09:10","5/15/2023","10:00","FT","mono-fibre","","","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQLFTH","299785481","22825040","","CDB","1","46741923","TA\TR","05/05/2023\09/05/2023","10:45\15:38","05/05/2023\09/05/2023","10:45\15:38","5/17/2023","13:00","SFR FTTH (SFOR)","mono-fibre","Immeuble","1 - aise","","","",""
"IQLFTH","296949025","22835951","","SBC","127","47339514","TA","5/10/2023","19:45","5/10/2023","19:45","5/26/2023","8:00","FT","mono-fibre","Immeuble","","","","",""
"IQPFTH","297781078","22820943","","PVR","0","47264653","TA","5/10/2023","11:50","5/10/2023","11:50","6/12/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298075715","22795355","","PDZ","2","47136601","TA","4/26/2023","8:06","4/26/2023","8:06","5/27/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais\Deja detenu","",""
"IQPFTH","296302137","22769310","","HAL","5","47008546","TA","4/23/2023","11:01","4/23/2023","11:01","5/10/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","223447718","22842925","","GUH","0","47375638","","","","","","5/24/2023","13:00","","","","","","","",""
"IQPFTH","297085671","22785356","","PTY","14","47085381","TA\TC\TR\TR","20/04/2023\29/04/2023\03/05/2023\05/05/2023","08:05\09:46\09:36\15:03","20/04/2023\29/04/2023\03/05/2023\05/05/2023","08:05\09:46\09:36\15:03","5/2/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299174064","22819492","","BIL","2","47256122","","","","","","6/7/2023","8:00","","","","","","","",""
"IQPFTH","296517873","22798003","","LAM","4","46052408","TA","4/24/2023","13:50","4/24/2023","13:50","5/22/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","299146244","22828153","","LIF","7","47298810","TA","5/10/2023","9:50","5/10/2023","9:50","5/16/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQCFTH","297496155","22839317","","SNP","53","47356619","TA","5/13/2023","8:07","5/13/2023","8:07","5/26/2023","13:00","FT","mono-fibre","Immeuble","","LIVEBOX:Livebox play","Deja detenu","",""
"IQLFTH","297701924","22822590","","PLM","20","47271230","","","","","","5/31/2023","16:00","","","","","","","",""
"IQSFTH","299144774","22829421","","VIL","217","47306049","TA","5/9/2023","14:52","5/9/2023","14:52","5/15/2023","10:00","FT","quadri-fibre","Immeuble","","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 5","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","299952872","22820949","","BIL","2","47264669","","","","","","6/9/2023","8:00","","","","","","","",""
"IQPFTH","299149493","22836212","","BCL","6","47341505","TA","5/12/2023","15:46","5/12/2023","15:46","6/1/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299147110","22807495","","BCL","5","47196379","TA","4/28/2023","8:06","4/28/2023","8:06","5/22/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 5","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","297453241","22820013","","AZN","2","45924368","TA","5/3/2023","15:45","5/3/2023","15:45","6/8/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297085717","22787161","","PTY","7","47093937","TA","4/20/2023","11:50","4/20/2023","11:50","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Deja detenu","",""
"IQPFTH","296722987","22767219","","LGX","140","47000031","TA\TC\TR","13/04/2023\04/05/2023\05/05/2023","08:06\14:09\10:16","13/04/2023\04/05/2023\05/05/2023","08:06\14:09\10:16","5/5/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQSFTH","223634263","22842732","","RED","8","47374354","","","","","","5/24/2023","13:00","","","","","","","",""
"IQPFTH","297783660","22800541","","HEN","57","47162234","TA","5/6/2023","15:45","5/6/2023","15:45","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV 4","Livraison en point relais\Deja detenu","",""
"IQPFTH","297613975","22807528","","PSO","7","46931738","TA\TC\TR","27/04/2023\10/05/2023\11/05/2023","11:50\17:21\18:14","27/04/2023\10/05/2023\11/05/2023","11:50\17:21\18:14","5/11/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296363749","22841305","","LNC","1","47367127","","","","","","5/24/2023","13:00","","","","","","","",""
"IQPFTH","223468709","22807498","","TTC","9","47196387","TA","4/29/2023","8:05","4/29/2023","8:05","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297673974","22807499","","THX","2","47196388","TA\TC\TR","28/04/2023\11/05/2023\12/05/2023","08:06\18:43\15:44","28/04/2023\11/05/2023\12/05/2023","08:06\18:43\15:44","5/12/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","298074304","22787163","","PRZ","0","47093947","TA","4/20/2023","8:08","4/20/2023","8:08","6/5/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Remis au client\Deja detenu\Deja detenu","",""
"IQPFTH","298421761","22838492","","PGT","8","46410987","TA","5/11/2023","15:46","5/11/2023","15:46","5/16/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299009476","22839617","","CBG","17","47358594","TA","5/13/2023","11:50","5/13/2023","11:50","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais\Deja detenu","",""
"IQPFTH","296303357","22791676","","PEJ","0","47119560","TA","4/22/2023","10:45","4/22/2023","10:45","5/22/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQSFTH","229009928","22813494","","BRO","308","47229236","TA","5/2/2023","18:50","5/2/2023","18:50","5/16/2023","13:00","FT","mono-fibre","Immeuble","1 - aise","","","",""
"IQLFTH","298252037","22827909","","BRC","8","47296866","TA\TC","06/05/2023\12/05/2023","11:50\18:15","06/05/2023\12/05/2023","11:50\18:15","5/15/2023","13:00","FT","mono-fibre","Immeuble","","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297705983","22781657","","MLT","4","47068338","TA\TC\TR\TR","20/04/2023\10/05/2023\11/05/2023\12/05/2023","08:05\17:13\16:57\11:57","20/04/2023\10/05/2023\11/05/2023\12/05/2023","08:05\17:13\16:57\11:57","5/11/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","298938376","22798642","","CRO","4","47153709","TA","5/6/2023","12:59","5/6/2023","12:59","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Deja detenu","",""
"IQPFTH","298097692","22842930","","QPL","5","47375671","","","","","","5/22/2023","8:00","","","","","","","",""
"IQPFTH","297584659","22841307","","AUY","7","47367134","TA","5/13/2023","12:47","5/13/2023","12:47","5/20/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","297581022","22696897","","CAN","13","46650029","TA","3/16/2023","8:47","3/16/2023","8:47","6/30/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison a domicile\Deja detenu","",""
"IQPFTH","298937370","22822958","","KOF","2","47273231","TA","5/6/2023","12:50","5/6/2023","12:50","5/31/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 6\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQPFTH","296310706","22817432","","PEJ","0","47247621","TA","5/4/2023","8:08","5/4/2023","8:08","5/22/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298079468","22815687","","PDZ","0","47239086","TA\TC\TR","04/05/2023\10/05/2023\11/05/2023","08:06\16:57\17:00","04/05/2023\10/05/2023\11/05/2023","08:06\16:57\17:00","5/11/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","297706614","22817434","","PLM","22","47247626","","","","","","5/31/2023","8:00","","","","","","","",""
"IQSFTH","296611589","22824127","","SBR","180","47280469","TA","5/5/2023","8:06","5/5/2023","8:06","5/16/2023","13:00","FT","mono-fibre","Immeuble","","LIVEBOX:Livebox 6","Deja detenu","",""
"IQPFTH","296671356","22836219","","MDC","0","47341533","TA","5/12/2023","19:55","5/12/2023","19:55","5/23/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","297892294","22817436","","LTL","34","47247627","TA\TC","03/05/2023\13/05/2023","14:45\09:49","03/05/2023\13/05/2023","14:45\09:49","5/15/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298074776","22807507","","PGV","0","47196406","TA","4/28/2023","17:55","4/28/2023","17:55","5/11/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQLFTH","298531356","22837999","","PML","0","47348103","TA","5/12/2023","8:08","5/12/2023","8:08","5/25/2023","13:00","FT","mono-fibre","Immeuble","","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV 4","Livraison en point relais\Deja detenu","",""
"IQPFTH","298196119","22815688","","TGC","4","47239094","TA","5/4/2023","8:06","5/4/2023","8:06","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298193562","22829682","","TGC","4","47307390","TA","5/10/2023","11:50","5/10/2023","11:50","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299147209","22838296","","SDB","1","47350076","TA","5/13/2023","8:05","5/13/2023","8:05","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297468916","22829684","","STG","0","47307392","","","","","","6/2/2023","13:00","","","","","","","",""
"IQPFTH","298195760","22812452","","PEZ","3","47222022","TA","5/3/2023","9:55","5/3/2023","9:55","5/17/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 5","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","296463542","22835059","","PRA","3","47333007","TA","5/12/2023","12:55","5/12/2023","12:55","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQSFTH","297812460","22731077","","MER","0","46828019","TA\TC\TR\TR\TR\TR\TR","30/03/2023\14/04/2023\17/04/2023\21/04/2023\27/04/2023\09/05/2023\09/05/2023","12:51\18:06\13:08\17:49\17:10\16:49\17:28","30/03/2023\14/04/2023\17/04/2023\21/04/2023\27/04/2023\09/05/2023\09/05/2023","12:51\18:06\13:08\17:49\17:10\16:49\17:28","4/15/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296463670","22819499","","CAC","3","47256178","TA","5/5/2023","8:06","5/5/2023","8:06","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296254651","22838297","","TME","9","47350085","TA","5/13/2023","8:05","5/13/2023","8:05","6/30/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299563313","22751493","","PGU","0","46923236","","","","","","4/29/2023","8:00","","","","","","","",""
"IQPFTH","298500459","22662776","","PLH","2","46479313","TA\TC\TR","03/03/2023\11/05/2023\12/05/2023","08:06\17:13\15:39","03/03/2023\11/05/2023\12/05/2023","08:06\17:13\15:39","5/12/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQCFTH","298074914","22829332","","GNO","3","47305453","TA","5/9/2023","17:45","5/9/2023","17:45","6/2/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296613957","22787166","","PHN","17","47093979","TA\TC","28/04/2023\11/05/2023","08:06\16:08","28/04/2023\11/05/2023","08:06\16:08","5/13/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 6","Remis au client\Remis au client","",""
"IQPFTH","223301437","22771004","","MDB","5","47017146","TA","4/19/2023","14:45","4/19/2023","14:45","5/13/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298196033","22808925","","TGC","4","47204960","TA","4/29/2023","8:07","4/29/2023","8:07","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","299566164","22740466","","DID","23","46189058","TA\TC\TR\TR\TR\TR","31/03/2023\12/04/2023\13/04/2023\20/04/2023\02/05/2023\10/05/2023","10:45\21:13\11:16\12:27\15:08\12:32","31/03/2023\12/04/2023\13/04/2023\20/04/2023\02/05/2023\10/05/2023","10:45\21:13\11:16\12:27\15:08\12:32","4/13/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299176405","22831840","","BIL","2","47315943","","","","","","6/12/2023","13:00","","","","","","","",""
"IQPFTH","298197146","22835062","","TGC","4","47333017","TA","5/12/2023","20:52","5/12/2023","20:52","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQLFTH","299558148","22821767","","SSV","3","46870049","TA","5/4/2023","10:45","5/4/2023","10:45","5/17/2023","8:00","THDB","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","296281150","22800550","","MDC","0","47162278","TA","5/10/2023","19:45","5/10/2023","19:45","6/6/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296374621","22815692","","LPV","0","47239113","TA","5/4/2023","8:06","5/4/2023","8:06","5/23/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298073603","22800551","","PDZ","2","47162280","TA","4/26/2023","16:46","4/26/2023","16:46","5/30/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297930065","22763621","","MLT","2","46983003","TA\TC\TR\TR\TR","20/04/2023\04/05/2023\05/05/2023\12/05/2023\13/05/2023","08:06\16:23\15:32\19:42\11:39","20/04/2023\04/05/2023\05/05/2023\12/05/2023\13/05/2023","08:06\16:23\15:32\19:42\11:39","5/5/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQPFTH","296612257","22842931","","PHN","17","47375705","","","","","","6/2/2023","13:00","","","","","","","",""
"IQPFTH","299174880","22765632","","ROM","2","46991541","TA","4/13/2023","19:50","4/13/2023","19:50","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299773892","22815693","","MDB","4","47239114","TA","5/4/2023","11:50","5/4/2023","11:50","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","298197267","22836226","","TGC","4","47341558","TA","5/13/2023","8:05","5/13/2023","8:05","6/5/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQCFTH","298493429","22829333","","GLR","0","47305461","TA","5/9/2023","8:08","5/9/2023","8:08","5/25/2023","13:00","FT","mono-fibre","Immeuble","","DECODEUR_1:Decodeur TV UHD","Remis au client","",""
"IQPFTH","296056817","22528731","","PRT","8","45770752","TA","1/11/2023","19:45","1/11/2023","19:45","2/14/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","298197268","22836227","","TGC","4","47341560","TA","5/12/2023","19:55","5/12/2023","19:55","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297706609","22813964","","PLM","22","47230580","","","","","","6/1/2023","8:00","","","","","","","",""
"IQPFTH","296145855","22740938","","PNY","4","46872026","TA","4/4/2023","8:06","4/4/2023","8:06","6/30/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299553449","22785365","","CBG","11","47085452","TA\TC","22/04/2023\12/05/2023","18:50\15:57","22/04/2023\12/05/2023","18:50\15:57","5/15/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","223444023","22842932","","BRU","2","47375710","","","","","","5/26/2023","8:00","","","","","","","",""
"IQPFTH","298491336","22842933","","GLR","0","47375711","TA","5/13/2023","12:49","5/13/2023","12:49","5/24/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297133362","22767228","","VSP","16","47000084","TA\TC\TR\TR","11/04/2023\22/04/2023\24/04/2023\03/05/2023","20:50\15:36\11:03\10:25","11/04/2023\22/04/2023\24/04/2023\03/05/2023","20:50\15:36\11:03\10:25","4/24/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","299007988","22819501","","CGN","17","47256194","TA\TC","05/05/2023\12/05/2023","08:06\18:29","05/05/2023\12/05/2023","08:06\18:29","5/15/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQPFTH","296618382","22829689","","YFF","17","47307417","","","","","","5/24/2023","8:00","","","","","","","",""
"IQPFTH","297780559","22781666","","PLL","6","47068381","TA\TC\TR","20/04/2023\26/04/2023\28/04/2023","08:06\15:51\09:23","20/04/2023\26/04/2023\28/04/2023","08:06\15:51\09:23","4/27/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298938893","22833212","","CRO","4","47324495","TA","5/12/2023","8:06","5/12/2023","8:06","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297893723","22836229","","PQN","0","47341569","TA","5/12/2023","8:06","5/12/2023","8:06","6/21/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","296465846","22841317","","PAH","3","47367180","","","","","","5/26/2023","8:30","","","","","","","",""
"IQPFTH","299007919","22838302","","CBG","4","47350106","TA","5/13/2023","8:05","5/13/2023","8:05","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQCFTH","299008920","22842538","","ACI","4","47373768","","","","","","6/5/2023","8:00","","","","","","","",""
"IQPFTH","297783338","22812456","","PLL","6","47222052","TA\TC\TR\TR","03/05/2023\08/05/2023\09/05/2023\13/05/2023","09:50\12:06\17:04\12:53","03/05/2023\08/05/2023\09/05/2023\13/05/2023","09:50\12:06\17:04\12:53","5/9/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","297581695","22838303","","AUY","22","47350109","","","","","","5/23/2023","8:00","","","","","","","",""
"IQPFTH","299142848","22805476","","MSI","6","47187906","TA\TC\TR","28/04/2023\03/05/2023\04/05/2023","18:50\18:23\10:43","28/04/2023\03/05/2023\04/05/2023","18:50\18:23\10:43","5/4/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","298196573","22838304","","LND","0","47350111","","","","","","5/19/2023","13:00","","","","","","","",""
"IQPFTH","298197413","22841321","","LER","2","47367186","","","","","","5/23/2023","8:00","","","","","","","",""
"IQPFTH","299067328","22817448","","AY1","56","47247669","TA\TC\TR","03/05/2023\08/05/2023\09/05/2023","19:45\21:56\13:37","03/05/2023\08/05/2023\09/05/2023","19:45\21:56\13:37","5/9/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296145236","22733490","","LGV","4","46837895","TA","3/30/2023","11:50","3/30/2023","11:50","6/15/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQSFTH","298583947","22688551","","QRM","24","45112116","TA","3/10/2023","20:50","3/10/2023","20:50","3/25/2023","10:00","FT","mono-fibre","","","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296464418","22819504","","LPV","0","47256210","TA","5/5/2023","8:06","5/5/2023","8:06","5/24/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Deja detenu","",""
"IQLFTH","298095398","22827916","","QPL","1","47296926","TA","5/10/2023","8:05","5/10/2023","8:05","5/16/2023","13:00","THDB","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQSFTH","223513851","22805286","","FOU","67","47186611","TA","4/27/2023","8:05","4/27/2023","8:05","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296312192","22807518","","PEJ","0","47196454","TA","4/28/2023","11:51","4/28/2023","11:51","5/17/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299005833","22838305","","CGN","17","47350120","TA","5/13/2023","8:05","5/13/2023","8:05","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV 4","Livraison a domicile\Deja detenu","",""
"IQPFTH","299146987","22828169","","LIF","3","47298900","TA","5/10/2023","8:06","5/10/2023","8:06","5/15/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQCFTH","223447614","22829340","","CSE","2","47305488","TA","5/9/2023","17:48","5/9/2023","17:48","5/19/2023","10:00","FT","mono-fibre","Immeuble","","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQLFTH","297700951","22815350","","PLM","0","47237172","","","","","","5/31/2023","8:00","","","","","","","",""
